order_id,order_date,province,city,sales_channel,customer_segment,product_category,product_name,units,unit_price_lkr,discount_pct,revenue_lkr,cost_lkr,profit_lkr,payment_method,delivery_days,customer_rating,returned,promotion
LM26-0342,2026-03-17,Western,Kalutara,Online,Small Business,Beauty,Hair Dryer,2,7990,0.1,14382,9400,4982,Debit Card,2,4,No,Weekend Deal
LM26-0343,2026-05-21,Southern,Hambantota,Mobile App,Consumer,Electronics,Wireless Earbuds,1,12990,0.1,11691,8528,3163,Cash on Delivery,8,4,No,App Exclusive
LM26-0344,2026-01-10,Uva,Badulla,Store,Small Business,Electronics,Smart Watch,1,18990,0.05,18041,12688,5353,Cash on Delivery,0,4,No,None
LM26-0345,2026-02-28,Western,Negombo,Online,Corporate,Home,Rice Cooker,4,13990,0.25,41970,37600,4370,Debit Card,1,5,No,App Exclusive
LM26-0346,2026-03-28,Sabaragamuwa,Kegalle,Online,Consumer,Electronics,Bluetooth Speaker,1,9990,0.05,9491,6448,3043,Credit Card,9,3,No,None
LM26-0347,2026-01-14,Uva,Badulla,Mobile App,Corporate,Electronics,Wireless Earbuds,1,12990,0.05,12341,8528,3813,Debit Card,6,4,No,None
LM26-0348,2026-06-28,Eastern,Trincomalee,Online,Small Business,Electronics,Bluetooth Speaker,1,9990,0.05,9491,6448,3043,Credit Card,9,4,No,None
LM26-0349,2026-05-01,Sabaragamuwa,Kegalle,Store,Consumer,Fashion,Running Shoes,4,10990,0.05,41762,24400,17362,Bank Transfer,0,5,No,Weekend Deal
LM26-0350,2026-02-19,North Western,Kurunegala,Online,Small Business,Fashion,Backpack,4,7490,0,29960,15200,14760,Debit Card,6,4,No,None
LM26-0351,2026-04-04,Southern,Matara,Mobile App,Consumer,Electronics,Smart Watch,2,18990,0,37980,25376,12604,Digital Wallet,9,3,No,None
LM26-0352,2026-05-11,Central,Matale,Mobile App,Consumer,Electronics,Wireless Earbuds,4,12990,0.05,49362,34112,15250,Digital Wallet,9,3,No,None
LM26-0353,2026-02-27,North Central,Polonnaruwa,Mobile App,Consumer,Electronics,Smart Watch,3,18990,0,56970,38064,18906,Bank Transfer,8,2,No,None
LM26-0354,2026-04-02,Western,Kalutara,Online,Consumer,Home,Rice Cooker,4,13990,0.15,47566,37600,9966,Bank Transfer,5,3,No,New Year
LM26-0355,2026-05-30,Western,Kalutara,Mobile App,Consumer,Fashion,Running Shoes,3,10990,0.2,26376,18300,8076,Cash on Delivery,6,3,No,Weekend Deal
LM26-0356,2026-04-18,Central,Kandy,Online,Corporate,Home,Table Lamp,3,5990,0.05,17072,9450,7622,Cash on Delivery,8,4,No,None
LM26-0357,2026-06-17,Southern,Matara,Mobile App,Corporate,Fashion,Running Shoes,4,10990,0.15000000000000002,37366,24400,12966,Bank Transfer,4,,No,App Exclusive
LM26-0358,2026-02-22,Eastern,Trincomalee,Online,Consumer,Beauty,Skin Care Set,1,8990,0.05,8541,4400,4141,Debit Card,2,5,No,Weekend Deal
LM26-0359,2026-01-09,Western,Negombo,Store,Consumer,Beauty,Skin Care Set,2,8990,0.05,17081,8800,8281,Debit Card,0,5,No,Weekend Deal
LM26-0360,2026-01-10,Central,Kandy,Store,Consumer,Fashion,Backpack,4,7490,0,29960,15200,14760,Digital Wallet,0,4,No,None
LM26-0361,2026-06-27,Sabaragamuwa,Kegalle,Mobile App,Consumer,Home,Rice Cooker,1,13990,0,13990,9400,4590,Credit Card,7,3,No,None
LM26-0362,2026-06-29,Western,Negombo,Store,Corporate,Electronics,Wireless Earbuds,3,12990,0.1,35073,25584,9489,Cash on Delivery,0,5,No,None
LM26-0363,2026-05-22,Sabaragamuwa,Ratnapura,Mobile App,Consumer,Beauty,Perfume,4,11990,0,47960,27600,20360,Credit Card,4,5,No,None
LM26-0364,2026-05-20,Eastern,Trincomalee,Online,Corporate,Electronics,Smart Watch,1,18990,0.25,14243,12688,1555,Cash on Delivery,3,4,No,New Year
LM26-0365,2026-02-21,Northern,Kilinochchi,Online,Consumer,Sports,Dumbbell Set,3,15990,0.05,45572,29400,16172,Debit Card,4,5,No,Weekend Deal
LM26-0366,2026-06-20,Uva,Monaragala,Online,Small Business,Sports,Dumbbell Set,2,15990,0,31980,19600,12380,Cash on Delivery,5,4,No,None
LM26-0367,2026-03-16,North Central,Polonnaruwa,Online,Consumer,Home,Rice Cooker,4,13990,0,55960,37600,18360,Credit Card,7,3,No,None
LM26-0368,2026-01-21,Southern,Galle,Online,Consumer,Sports,Dumbbell Set,1,15990,0.15,13592,9800,3792,Debit Card,2,5,No,App Exclusive
LM26-0369,2026-06-09,Western,Colombo,Mobile App,Consumer,Sports,Dumbbell Set,3,15990,0.05,45572,29400,16172,Cash on Delivery,8,,No,None
LM26-0370,2026-06-09,North Western,Kurunegala,Store,Consumer,Fashion,Casual Shirt,1,4990,0.1,4491,2250,2241,Credit Card,0,4,No,New Year
LM26-0371,2026-06-12,Western,Kalutara,Online,Small Business,Beauty,Hair Dryer,2,7990,0,15980,9400,6580,Bank Transfer,7,3,No,None
LM26-0372,2026-03-29,Sabaragamuwa,Ratnapura,Online,Corporate,Beauty,Perfume,1,11990,0.2,9592,6900,2692,Cash on Delivery,5,4,No,Weekend Deal
LM26-0373,2026-06-02,Southern,Hambantota,Online,Small Business,Electronics,Smart Watch,2,18990,0.1,34182,25376,8806,Digital Wallet,9,4,No,New Year
LM26-0374,2026-02-15,Southern,Galle,Online,Corporate,Electronics,Smart Watch,2,18990,0.2,30384,25376,5008,Bank Transfer,7,3,No,New Year
LM26-0375,2026-02-02,Southern,Matara,Online,Consumer,Home,Table Lamp,1,5990,0.15,5092,3150,1942,Debit Card,8,4,No,App Exclusive
LM26-0376,2026-06-09,Western,Kalutara,Online,Consumer,Home,Air Fryer,3,24990,0.05,71222,53100,18122,Cash on Delivery,5,,No,App Exclusive
LM26-0377,2026-04-14,Central,Kandy,Mobile App,Corporate,Home,Rice Cooker,1,13990,0.15000000000000002,11892,9400,2492,Cash on Delivery,4,3,No,New Year
LM26-0378,2026-05-11,Central,Kandy,Store,Small Business,Fashion,Backpack,1,7490,0,7490,3800,3690,Cash on Delivery,0,5,No,None
LM26-0379,2026-06-07,Southern,Matara,Mobile App,Small Business,Fashion,Running Shoes,4,10990,0.1,39564,24400,15164,Cash on Delivery,7,4,No,App Exclusive
LM26-0380,2026-05-03,Eastern,Batticaloa,Mobile App,Consumer,Beauty,Hair Dryer,2,7990,0.2,12784,9400,3384,Debit Card,6,4,No,App Exclusive
LM26-0381,2026-02-03,Western,Colombo,Mobile App,Small Business,Electronics,Smart Watch,1,18990,0.1,17091,12688,4403,Digital Wallet,7,3,No,App Exclusive
LM26-0382,2026-05-27,Central,Kandy,Store,Consumer,Home,Rice Cooker,4,13990,0,55960,37600,18360,Bank Transfer,0,5,No,None
LM26-0383,2026-03-10,Central,Kandy,Online,Consumer,Beauty,Skin Care Set,2,8990,0.05,17081,8800,8281,Credit Card,6,,No,App Exclusive
LM26-0384,2026-01-08,Southern,Hambantota,Mobile App,Consumer,Sports,Cricket Bat,1,12990,0.2,10392,7600,2792,Credit Card,6,4,No,Weekend Deal
LM26-0385,2026-02-04,Northern,Kilinochchi,Mobile App,Consumer,Fashion,Running Shoes,1,10990,0.1,9891,6100,3791,Credit Card,2,5,No,New Year
LM26-0386,2026-05-25,Central,Kandy,Store,Consumer,Fashion,Backpack,4,7490,0.15,25466,15200,10266,Credit Card,0,4,No,New Year
LM26-0387,2026-04-02,Western,Colombo,Online,Consumer,Home,Air Fryer,3,24990,0,74970,53100,21870,Digital Wallet,1,5,No,None
LM26-0388,2026-02-09,Western,Kalutara,Mobile App,Consumer,Sports,Dumbbell Set,1,15990,0,15990,9800,6190,Cash on Delivery,2,5,No,None
LM26-0389,2026-03-22,Western,Negombo,Mobile App,Consumer,Beauty,Perfume,1,11990,0.1,10791,6900,3891,Credit Card,4,4,No,App Exclusive
LM26-0390,2026-01-28,North Central,Anuradhapura,Mobile App,Small Business,Sports,Yoga Mat,3,4490,0,13470,6300,7170,Debit Card,2,5,No,None
LM26-0391,2026-06-23,North Central,Anuradhapura,Mobile App,Consumer,Home,Rice Cooker,1,13990,0,13990,9400,4590,Bank Transfer,9,2,No,None
LM26-0392,2026-02-02,Sabaragamuwa,Ratnapura,Store,Consumer,Sports,Yoga Mat,2,4490,0.1,8082,4200,3882,Debit Card,0,4,No,Weekend Deal
LM26-0393,2026-06-14,Central,Kandy,Mobile App,Small Business,Fashion,Backpack,4,7490,0,29960,15200,14760,Debit Card,7,3,No,None
LM26-0394,2026-03-11,Central,Nuwara Eliya,Store,Consumer,Home,Table Lamp,2,5990,0.05,11381,6300,5081,Cash on Delivery,0,5,No,Weekend Deal
LM26-0395,2026-05-13,Western,Kalutara,Store,Consumer,Beauty,Skin Care Set,2,8990,0.2,14384,8800,5584,Credit Card,0,4,No,New Year
LM26-0396,2026-02-20,Sabaragamuwa,Kegalle,Mobile App,Corporate,Electronics,Bluetooth Speaker,3,9990,0.1,26973,19344,7629,Credit Card,5,5,No,None
LM26-0397,2026-06-23,Southern,Galle,Store,Consumer,Fashion,Backpack,1,7490,0.05,7116,3800,3316,Credit Card,0,5,No,Weekend Deal
LM26-0398,2026-01-17,Central,Matale,Mobile App,Small Business,Home,Table Lamp,4,5990,0,23960,12600,11360,Bank Transfer,5,4,No,None
LM26-0399,2026-02-09,Northern,Jaffna,Store,Small Business,Beauty,Perfume,2,11990,0.05,22781,13800,8981,Cash on Delivery,0,4,No,App Exclusive
LM26-0400,2026-02-12,North Central,Anuradhapura,Store,Corporate,Beauty,Perfume,1,11990,0.2,9592,6900,2692,Bank Transfer,0,5,No,App Exclusive
LM26-0401,2026-01-18,Eastern,Batticaloa,Store,Consumer,Home,Air Fryer,4,24990,0.15,84966,70800,14166,Credit Card,0,5,No,App Exclusive
LM26-0402,2026-06-07,Western,Colombo,Online,Consumer,Fashion,Running Shoes,1,10990,0.1,9891,6100,3791,Credit Card,8,3,No,New Year
LM26-0403,2026-04-18,Western,Negombo,Mobile App,Small Business,Electronics,Smart Watch,4,18990,0.2,60768,50752,10016,Bank Transfer,5,5,No,Weekend Deal
LM26-0404,2026-05-10,Western,Kalutara,Mobile App,Consumer,Home,Rice Cooker,1,13990,0,13990,9400,4590,Digital Wallet,5,3,No,None
LM26-0405,2026-06-05,Eastern,Trincomalee,Mobile App,Small Business,Home,Air Fryer,1,24990,0.15,21242,17700,3542,Debit Card,5,3,No,New Year
LM26-0406,2026-01-22,Central,Nuwara Eliya,Online,Consumer,Sports,Dumbbell Set,2,15990,0.1,28782,19600,9182,Cash on Delivery,3,4,No,New Year
LM26-0407,2026-05-07,Western,Colombo,Mobile App,Small Business,Sports,Dumbbell Set,4,15990,0,63960,39200,24760,Credit Card,1,4,No,None
LM26-0408,2026-06-14,Central,Nuwara Eliya,Mobile App,Consumer,electronic,Backpack,2,7490,0,14980,7600,7380,Bank Transfer,2,5,No,None
LM26-0409,2026-01-03,Central,Nuwara Eliya,Store,Consumer,Sports,Yoga Mat,1,4490,0.2,3592,2100,1492,Credit Card,0,5,No,New Year
LM26-0410,2026-02-03,Southern,Matara,Mobile App,Consumer,Beauty,Perfume,1,11990,0.05,11391,6900,4491,Cash on Delivery,4,5,No,None
LM26-0411,2026-03-09,North Western,Kurunegala,Online,Consumer,Fashion,Backpack,1,7490,0.15,6367,3800,2567,Credit Card,7,3,No,New Year
LM26-0412,2026-02-14,Central,Kandy,Store,Corporate,Home,Air Fryer,3,24990,0.15000000000000002,63725,53100,10625,Debit Card,0,5,No,New Year
LM26-0413,2026-02-16,Western,Negombo,Store,Consumer,Home,Air Fryer,2,24990,0.05,47481,35400,12081,Bank Transfer,0,5,No,None
LM26-0414,2026-05-06,Central,Matale,Online,Consumer,Beauty,Hair Dryer,2,7990,0,15980,9400,6580,Cash on Delivery,8,3,No,None
LM26-0415,2026-04-27,Eastern,Trincomalee,Online,Consumer,Beauty,Perfume,4,11990,0,47960,27600,20360,Bank Transfer,3,5,No,None
LM26-0416,2026-04-25,Southern,Hambantota,Store,Small Business,Electronics,Bluetooth Speaker,1,9990,0.05,9491,6448,3043,Credit Card,0,,No,New Year
LM26-0417,2026-01-25,Western,Colombo,Mobile App,Corporate,Beauty,Perfume,1,11990,0.05,11391,6900,4491,Cash on Delivery,2,5,No,None
LM26-0418,2026-03-12,Western,Kalutara,Online,Consumer,Home,Air Fryer,3,24990,0.15,63725,53100,10625,Debit Card,8,4,No,Weekend Deal
LM26-0419,2026-06-11,Central,Matale,Mobile App,Small Business,Home,Table Lamp,2,5990,0,11980,6300,5680,Debit Card,9,3,No,None
LM26-0420,2026-03-01,Sabaragamuwa,Ratnapura,Store,Small Business,Beauty,Skin Care Set,2,8990,0.05,17081,8800,8281,Cash on Delivery,0,4,No,New Year
LM26-0421,2026-01-22,Western,Negombo,Mobile App,Consumer,Fashion,Running Shoes,4,10990,0.1,39564,24400,15164,Cash on Delivery,5,5,No,Weekend Deal
LM26-0422,2026-03-05,Western,Colombo,Online,Corporate,Electronics,Wireless Earbuds,4,12990,0.05,49362,34112,15250,Bank Transfer,4,4,No,None
LM26-0423,2026-02-08,North Central,Polonnaruwa,Online,Consumer,Fashion,Casual Shirt,1,4990,0.15,4242,2250,1992,Debit Card,4,4,No,App Exclusive
LM26-0424,2026-02-13,Southern,Galle,Store,Consumer,Electronics,Wireless Earbuds,4,12990,0,51960,34112,17848,Digital Wallet,0,3,Yes,None
LM26-0425,2026-02-11,Western,Negombo,Mobile App,Consumer,Home,Rice Cooker,4,13990,0,55960,37600,18360,Cash on Delivery,8,3,No,None
LM26-0426,2026-02-28,Central,Nuwara Eliya,Store,Consumer,Fashion,Running Shoes,2,10990,0.15,18683,12200,6483,Digital Wallet,0,5,No,App Exclusive
LM26-0427,2026-02-09,Southern,Matara,Mobile App,Small Business,Fashion,Running Shoes,3,10990,0.05,31322,18300,13022,Credit Card,7,4,No,App Exclusive
LM26-0428,2026-06-20,Southern,Galle,Online,Small Business,Fashion,Casual Shirt,4,4990,0,19960,9000,10960,Cash on Delivery,2,4,No,None
LM26-0429,2026-06-28,Central,Nuwara Eliya,Mobile App,Consumer,Sports,Dumbbell Set,4,15990,0.05,60762,39200,21562,Debit Card,5,3,No,Weekend Deal
LM26-0430,2026-03-29,Eastern,Trincomalee,Online,Small Business,Home,Rice Cooker,3,13990,0.15,35675,28200,7475,Debit Card,9,3,No,Weekend Deal
LM26-0431,2026-03-06,North Central,Anuradhapura,Store,Consumer,Home,Air Fryer,1,24990,0.15,21242,17700,3542,Credit Card,0,4,No,New Year
LM26-0432,2026-05-27,Southern,Matara,Online,Small Business,Sports,Cricket Bat,1,12990,0.1,11691,7600,4091,Digital Wallet,4,3,Yes,New Year
LM26-0433,2026-05-29,Western,Negombo,Store,Consumer,Electronics,Bluetooth Speaker,1,9990,0.05,9491,6448,3043,Cash on Delivery,0,5,No,App Exclusive
LM26-0434,2026-02-01,Southern,Matara,Store,Small Business,Beauty,Skin Care Set,2,8990,0.05,17081,8800,8281,Bank Transfer,0,5,No,App Exclusive
LM26-0435,2026-03-10,Central,Nuwara Eliya,Online,Consumer,Beauty,Perfume,1,11990,0.15,10192,6900,3292,Bank Transfer,2,4,No,App Exclusive
LM26-0436,2026-03-23,North Western,Puttalam,Online,Consumer,Home,Air Fryer,3,24990,0,74970,53100,21870,Credit Card,4,4,No,None
LM26-0437,2026-06-10,Western,Kalutara,Store,Consumer,Sports,Cricket Bat,2,12990,0.05,24681,15200,9481,Bank Transfer,0,5,No,None
LM26-0438,2026-03-25,Southern,Matara,Mobile App,Small Business,Beauty,Perfume,1,11990,0.05,11391,6900,4491,Digital Wallet,4,5,No,New Year
LM26-0439,2026-05-10,Western,Colombo,Online,Small Business,Electronics,Bluetooth Speaker,4,9990,0.05,37962,25792,12170,Credit Card,7,3,No,None
LM26-0440,2026-04-18,Uva,Monaragala,Store,Consumer,Fashion,Casual Shirt,1,4990,0.2,3992,2250,1742,Credit Card,0,5,No,App Exclusive
LM26-0441,2026-06-15,Southern,Matara,Store,Consumer,Sports,Yoga Mat,1,4490,0,4490,2100,2390,Digital Wallet,0,5,No,None
LM26-0442,2026-01-11,North Western,Kurunegala,Store,Consumer,Home,Table Lamp,2,5990,0,11980,6300,5680,Bank Transfer,0,5,No,None
LM26-0443,2026-03-21,Northern,Jaffna,Mobile App,Small Business,Sports,Cricket Bat,4,12990,0.05,49362,30400,18962,Bank Transfer,8,3,No,New Year
LM26-0444,2026-02-26,Sabaragamuwa,Kegalle,Online,Consumer,Electronics,Wireless Earbuds,4,12990,0.05,49362,34112,15250,Bank Transfer,7,4,No,None
LM26-0445,2026-05-27,North Western,Kurunegala,Mobile App,Consumer,Home,Rice Cooker,4,13990,0.05,53162,37600,15562,Digital Wallet,5,4,No,Weekend Deal
LM26-0446,2026-04-21,Southern,Hambantota,Mobile App,Corporate,Fashion,Backpack,1,7490,0.15000000000000002,6367,3800,2567,Digital Wallet,5,3,Yes,App Exclusive
LM26-0447,2026-02-03,Central,Matale,Store,Small Business,Electronics,Bluetooth Speaker,1,9990,0.2,7992,6448,1544,Bank Transfer,0,4,No,App Exclusive
LM26-0448,2026-02-17,Western,Negombo,Store,Small Business,Sports,Dumbbell Set,1,15990,0,15990,9800,6190,Debit Card,0,4,Yes,None
LM26-0449,2026-06-21,Western,Kalutara,Mobile App,Small Business,Fashion,Casual Shirt,1,4990,0.05,4741,2250,2491,Debit Card,6,2,Yes,Weekend Deal
LM26-0450,2026-02-11,Sabaragamuwa,Ratnapura,Mobile App,Consumer,Beauty,Perfume,1,11990,0.15,10192,6900,3292,Cash on Delivery,8,3,No,Weekend Deal
LM26-0451,2026-01-26,Western,Negombo,Mobile App,Small Business,Beauty,Perfume,2,11990,0.15,20383,13800,6583,Debit Card,1,4,No,New Year
LM26-0452,2026-02-15,Western,Negombo,Online,Small Business,Fashion,Running Shoes,3,10990,0.05,31322,18300,13022,Credit Card,6,4,No,None
LM26-0453,2026-06-28,North Central,Anuradhapura,Online,Consumer,Electronics,Bluetooth Speaker,2,9990,0.2,15984,12896,3088,Digital Wallet,4,4,No,App Exclusive
LM26-0454,2026-02-19,Uva,Badulla,Online,Consumer,Beauty,Skin Care Set,4,8990,0,35960,17600,18360,Digital Wallet,4,4,No,None
LM26-0455,2026-05-17,Sabaragamuwa,Kegalle,Mobile App,Corporate,Fashion,Backpack,1,7490,0.15000000000000002,6367,3800,2567,Bank Transfer,8,4,No,Weekend Deal
LM26-0456,2026-05-05,North Western,Kurunegala,Online,Consumer,Beauty,Hair Dryer,3,7990,0.05,22772,14100,8672,Credit Card,4,4,No,New Year
LM26-0457,2026-02-04,Uva,Monaragala,Mobile App,Small Business,Fashion,Casual Shirt,2,4990,0,9980,4500,5480,Credit Card,8,3,No,None
LM26-0458,2026-04-22,North Central,Polonnaruwa,Mobile App,Consumer,Home,Rice Cooker,4,13990,0,55960,37600,18360,Credit Card,6,4,No,None
LM26-0459,2026-05-10,North Central,Anuradhapura,Store,Consumer,Sports,Cricket Bat,4,12990,0,51960,30400,21560,Cash on Delivery,0,4,Yes,None
LM26-0460,2026-03-26,Sabaragamuwa,Ratnapura,Online,Consumer,Fashion,Casual Shirt,2,4990,0.05,9481,4500,4981,Credit Card,7,4,No,None
LM26-0461,2026-06-21,Central,Nuwara Eliya,Mobile App,Consumer,Sports,Cricket Bat,4,12990,0.2,41568,30400,11168,Credit Card,2,4,No,Weekend Deal
LM26-0462,2026-06-27,Western,Colombo,Store,Corporate,Electronics,Wireless Earbuds,2,12990,0.15000000000000002,22083,17056,5027,Debit Card,0,4,No,New Year
LM26-0463,2026-04-13,Sabaragamuwa,Ratnapura,Online,Corporate,Fashion,Casual Shirt,1,4990,0.25,3743,2250,1493,Digital Wallet,8,3,No,Weekend Deal
LM26-0464,2026-03-05,Southern,Hambantota,Store,Consumer,Beauty,Perfume,2,11990,0.1,21582,13800,7782,Digital Wallet,0,5,No,App Exclusive
LM26-0465,2026-04-21,North Western,Kurunegala,Store,Corporate,Electronics,Wireless Earbuds,2,12990,0.05,24681,17056,7625,Cash on Delivery,0,5,No,None
LM26-0466,2026-02-19,Central,Kandy,Mobile App,Corporate,Electronics,Smart Watch,2,18990,0.05,36081,25376,10705,Credit Card,5,4,No,None
LM26-0467,2026-05-25,Southern,Hambantota,Mobile App,Consumer,Sports,Dumbbell Set,2,15990,0,31980,19600,12380,Cash on Delivery,3,5,No,None
LM26-0468,2026-03-06,Western,Negombo,Store,Consumer,Sports,Yoga Mat,2,4490,0.2,7184,4200,2984,Credit Card,0,5,No,New Year
LM26-0469,2026-02-13,Western,Colombo,Mobile App,Consumer,Electronics,Bluetooth Speaker,2,9990,0,19980,12896,7084,Debit Card,7,4,No,None
LM26-0470,2026-04-26,Sabaragamuwa,Kegalle,Mobile App,Consumer,Electronics,Wireless Earbuds,1,12990,0.05,12341,8528,3813,Cash on Delivery,2,5,No,New Year
LM26-0471,2026-01-23,Western,Colombo,Store,Small Business,Sports,Yoga Mat,4,4490,0.1,16164,8400,7764,Bank Transfer,0,5,No,Weekend Deal
LM26-0472,2026-03-22,North Central,Polonnaruwa,Store,Consumer,Home,Rice Cooker,4,13990,0.05,53162,37600,15562,Debit Card,0,4,No,App Exclusive
LM26-0473,2026-06-30,Uva,Monaragala,Mobile App,Small Business,Home,Table Lamp,1,5990,0,5990,3150,2840,Credit Card,6,4,No,None
LM26-0474,2026-03-09,Central,Nuwara Eliya,Mobile App,Consumer,Fashion,Backpack,4,7490,0.1,26964,15200,11764,Digital Wallet,7,3,No,Weekend Deal
LM26-0475,2026-05-13,Western,Negombo,Mobile App,Corporate,Home,Air Fryer,4,24990,0.2,79968,70800,9168,Digital Wallet,3,4,No,Weekend Deal
LM26-0476,2026-01-01,Western,Kalutara,Store,Small Business,Electronics,Smart Watch,1,18990,0.2,15192,12688,2504,Debit Card,0,5,No,New Year
LM26-0477,2026-04-28,Western,Kalutara,Online,Consumer,Home,Table Lamp,4,5990,0.05,22762,12600,10162,Credit Card,6,4,No,App Exclusive
LM26-0478,2026-01-11,Western,Kalutara,Mobile App,Consumer,Beauty,Hair Dryer,4,7990,0.05,30362,18800,11562,Digital Wallet,7,4,No,App Exclusive
LM26-0479,2026-05-11,Western,Negombo,Mobile App,Consumer,Home,Table Lamp,2,5990,0.1,10782,6300,4482,Bank Transfer,6,3,No,Weekend Deal
LM26-0480,2026-02-17,Southern,Matara,Mobile App,Consumer,Electronics,Smart Watch,1,18990,0,18990,12688,6302,Debit Card,5,4,No,None
LM26-0481,2026-04-28,Uva,Badulla,Store,Corporate,Fashion,Casual Shirt,1,4990,0.05,4741,2250,2491,Bank Transfer,0,5,No,None
LM26-0482,2026-04-08,Southern,Hambantota,Online,Small Business,Home,Air Fryer,1,24990,0.2,19992,17700,2292,Debit Card,3,4,No,App Exclusive
LM26-0483,2026-01-25,Western,Kalutara,Store,Consumer,Beauty,Hair Dryer,1,7990,0.05,7591,4700,2891,Credit Card,0,5,No,Weekend Deal
LM26-0484,2026-03-21,Central,Kandy,Mobile App,Small Business,Electronics,Bluetooth Speaker,4,9990,0.2,31968,25792,6176,Credit Card,2,5,No,Weekend Deal
LM26-0485,2026-03-23,Southern,Hambantota,Store,Consumer,Electronics,Smart Watch,3,18990,0.1,51273,38064,13209,Debit Card,0,4,No,Weekend Deal
LM26-0486,2026-01-15,Northern,Jaffna,Online,Small Business,Beauty,Hair Dryer,1,7990,0.1,7191,4700,2491,Cash on Delivery,4,4,No,App Exclusive
LM26-0487,2026-01-26,Uva,Monaragala,Mobile App,Corporate,Electronics,Wireless Earbuds,4,12990,0.1,46764,34112,12652,Credit Card,8,2,No,Weekend Deal
LM26-0488,2026-04-01,Western,Negombo,Online,Consumer,Fashion,Backpack,3,7490,0.05,21347,11400,9947,Credit Card,4,4,No,None
LM26-0489,2026-06-30,Northern,Kilinochchi,Store,Consumer,Electronics,Bluetooth Speaker,1,9990,0.1,8991,6448,2543,Debit Card,0,5,No,App Exclusive
LM26-0490,2026-04-11,Eastern,Batticaloa,Store,Consumer,Sports,Dumbbell Set,1,15990,0.2,12792,9800,2992,Debit Card,0,5,No,New Year
LM26-0491,2026-02-02,Central,Matale,Online,Small Business,Home,Air Fryer,1,24990,0.05,23741,17700,6041,Credit Card,9,4,No,Weekend Deal
LM26-0492,2026-01-23,Central,Matale,Store,Consumer,Electronics,Smart Watch,1,18990,0.05,18041,12688,5353,Credit Card,0,5,No,None
LM26-0493,2026-01-11,Western,Negombo,Mobile App,Corporate,Sports,Dumbbell Set,2,15990,0.25,23985,19600,4385,Debit Card,2,5,No,App Exclusive
LM26-0494,2026-04-19,North Western,Puttalam,Store,Consumer,Sports,Dumbbell Set,2,15990,0.15,27183,19600,7583,Debit Card,0,5,No,Weekend Deal
LM26-0495,2026-01-25,Southern,Matara,Mobile App,Consumer,Sports,Yoga Mat,1,4490,0.05,4266,2100,2166,Debit Card,4,4,No,None
LM26-0496,2026-01-04,Southern,Hambantota,Online,Corporate,Beauty,Skin Care Set,2,8990,0.05,17081,8800,8281,Debit Card,9,3,No,None
LM26-0497,2026-04-08,Western,Kalutara,Mobile App,Consumer,Beauty,Skin Care Set,2,8990,0,17980,8800,9180,Digital Wallet,8,3,No,None
LM26-0498,2026-05-26,Northern,Kilinochchi,Online,Consumer,Home,Rice Cooker,4,13990,0,55960,37600,18360,Bank Transfer,6,4,No,None
LM26-0499,2026-06-18,Western,Colombo,Mobile App,Consumer,Home,Rice Cooker,4,13990,0,55960,37600,18360,Cash on Delivery,7,4,No,None
LM26-0500,2026-04-03,Sabaragamuwa,Kegalle,Mobile App,Consumer,Electronics,Wireless Earbuds,1,12990,0.05,12341,8528,3813,Debit Card,7,4,No,Weekend Deal
LM26-0501,2026-03-24,Eastern,Batticaloa,Store,Consumer,Beauty,Skin Care Set,3,8990,0,26970,13200,13770,Credit Card,0,4,No,None
LM26-0502,2026-05-20,North Central,Polonnaruwa,Store,Consumer,Fashion,Casual Shirt,1,4990,0,4990,2250,2740,Bank Transfer,0,5,No,None
LM26-0503,2026-06-20,Western,Colombo,Mobile App,Corporate,Home,Air Fryer,2,24990,0.25,37485,35400,2085,Bank Transfer,2,4,No,App Exclusive
LM26-0504,2026-06-21,North Central,Polonnaruwa,Online,Consumer,Electronics,Smart Watch,4,18990,0.05,72162,50752,21410,Bank Transfer,2,4,No,Weekend Deal
LM26-0505,2026-06-16,North Western,Puttalam,Online,Corporate,Home,Table Lamp,2,5990,0.1,10782,6300,4482,Credit Card,5,4,No,Weekend Deal
LM26-0506,2026-02-24,Western,Negombo,Online,Consumer,Sports,Yoga Mat,2,4490,0.05,8531,4200,4331,Credit Card,3,5,No,None
LM26-0507,2026-05-08,North Western,Puttalam,Store,Corporate,Home,Table Lamp,1,5990,0.1,5391,3150,2241,Digital Wallet,0,5,No,None
LM26-0508,2026-06-10,North Western,Kurunegala,Mobile App,Consumer,Fashion,Running Shoes,4,10990,0.2,35168,24400,10768,Digital Wallet,6,3,No,New Year
LM26-0509,2026-06-12,Western,Kalutara,Online,Corporate,Fashion,Running Shoes,2,10990,0.25,16485,12200,4285,Cash on Delivery,2,5,No,App Exclusive
LM26-0510,2026-01-21,Southern,Galle,Store,Small Business,Home,Table Lamp,3,5990,0.2,14376,9450,4926,Credit Card,0,5,No,App Exclusive
LM26-0511,2026-05-20,Western,Negombo,Store,Consumer,Sports,Cricket Bat,3,12990,0,38970,22800,16170,Debit Card,0,,No,None
LM26-0512,2026-03-05,Sabaragamuwa,Kegalle,Mobile App,Consumer,Sports,Yoga Mat,2,4490,0.15,7633,4200,3433,Cash on Delivery,8,4,No,Weekend Deal
